task_id,experiment,status,exit_code,latency_total_seconds,token_usage_input,token_usage_output,llm_calls,subagents_invoked,tool_calls_total,token_usage_input_root,token_usage_output_root,llm_calls_root,subagent_tasks_requested,delegate_task_calls,tool_calls_root,tool_calls_subagents,assistant_turns,turns_with_reasoning,sessions_total,cache_read_tokens,reasoning_tokens,total_tokens,estimated_cost_usd,model,provider,root_session_id,end_reason,category,answer_type,expected_answer,answer_chars
deepsearchqa-0189,no-skill,ok,0,118.498,243119,10281,18,0,19,243119,10281,18,0,0,19,0,18,18,1,1278080,8428,253400,0.0,nvidia/nvidia/nemotron-3-ultra,custom,20260907_171142_8a1cf3,agent_close,Politics & Government,Set Answer,"California, Colorado, Connecticut, Delaware, Illinois, Massachusetts, Nevada, New Jersey, New York, Oregon",2064
deepsearchqa-0194,no-skill,ok,0,72.974,77363,7175,7,0,17,77363,7175,7,0,0,17,0,7,7,1,195968,5598,84538,0.0,nvidia/nvidia/nemotron-3-ultra,custom,20260907_171318_4236a0,agent_close,Media & Entertainment,Set Answer,Fourth Wing by Rebecca Yarros,1712
deepsearchqa-0206,no-skill,ok,0,111.093,142266,6228,14,0,13,142266,6228,14,0,0,13,0,14,14,1,214656,4689,148494,0.0,nvidia/nvidia/nemotron-3-ultra,custom,20260907_171340_eefb5f,agent_close,Science,Single Answer,Lialis,1273
deepsearchqa-0208,no-skill,ok,0,38.02,29469,1611,5,0,8,29469,1611,5,0,0,8,0,5,5,1,64000,854,31080,0.0,nvidia/nvidia/nemotron-3-ultra,custom,20260907_171434_d1e125,agent_close,Education,Set Answer,"University of Cambridge, UCL",1028
deepsearchqa-0212,no-skill,ok,0,17.02,24779,775,3,0,5,24779,775,3,0,0,5,0,3,3,1,10496,378,25554,0.0,nvidia/nvidia/nemotron-3-ultra,custom,20260907_171512_2f731e,agent_close,Science,Set Answer,"Skipjack Tuna, Yellowfin Tuna",533
deepsearchqa-0216,no-skill,ok,0,580.378,979946,33360,85,0,84,979946,33360,85,0,0,84,0,85,85,1,17977600,7932,1013306,0.0,nvidia/nvidia/nemotron-3-ultra,custom,20260907_171530_fd03ba,agent_close,Health,Set Answer,"Alabama, Arkansas, Mississippi, Oklahoma, Utah, West Virginia",1581
deepsearchqa-0230,no-skill,ok,0,76.475,60607,4807,10,0,9,60607,4807,10,0,0,9,0,10,10,1,219904,3707,65414,0.0,nvidia/nvidia/nemotron-3-ultra,custom,20260907_171533_8adba1,agent_close,Arts,Set Answer,"Red Hills with Flowers (1937), Black Cross, New Mexico (1929)",1244
deepsearchqa-0241,no-skill,ok,0,68.285,170043,6605,8,0,13,170043,6605,8,0,0,13,0,8,8,1,86272,5419,176648,0.0,nvidia/nvidia/nemotron-3-ultra,custom,20260907_171650_555fb3,agent_close,Politics & Government,Set Answer,"Woodrow Wilson, Jimmy Carter, Franklin D. Roosevelt, George W. Bush, Bill Clinton, Theodore Roosevelt",1749
deepsearchqa-0242,no-skill,ok,0,878.76,461939,17119,67,0,66,461939,17119,67,0,0,66,0,67,67,1,3071872,7372,479058,0.0,nvidia/nvidia/nemotron-3-ultra,custom,20260907_171800_f49d7f,agent_close,Technology,Single Answer,"United States, Netherlands",1739
deepsearchqa-0249,no-skill,ok,0,564.907,1436334,14038,69,0,69,1436334,14038,69,0,0,69,0,70,69,1,6984960,9535,1450372,0.0,nvidia/nvidia/nemotron-3-ultra,custom,20260907_172519_444547,agent_close,Finance & Economics,Single Answer,Evergreen State Bank,249
deepsearchqa-0256,no-skill,ok,0,77.955,46673,1958,9,0,10,46673,1958,9,0,0,10,0,9,9,1,80000,955,48631,0.0,nvidia/nvidia/nemotron-3-ultra,custom,20260907_173239_454820,agent_close,Media & Entertainment,Set Answer,"Incineror (2018): HP 95 (Win), Attack 115 (Win), Defense 90 (Win), Sp. Atk 80 (Win), Sp. Def 90 (Tie), Speed 60 (Lose), Total 530 (Win); Pachirisu (2014) HP 60 (Lose), Attack 45 (Lose), Defense 70 (Lose), Sp. Atk 45 (Lose), Sp. Def 90 (Tie), Speed 95 (Win), Total 405 (Lose)",1355
deepsearchqa-0259,no-skill,ok,0,143.848,174905,14969,14,0,17,174905,14969,14,0,0,17,0,14,14,1,392064,13287,189874,0.0,nvidia/nvidia/nemotron-3-ultra,custom,20260907_173359_647a4d,agent_close,Politics & Government,Set Answer,"Rockbridge County, City of Staunton, City of Waynesboro",1138
deepsearchqa-0294,no-skill,ok,0,191.396,164625,7990,28,0,27,164625,7990,28,0,0,27,0,28,28,1,668928,5677,172615,0.0,nvidia/nvidia/nemotron-3-ultra,custom,20260907_173441_c27336,agent_close,Finance & Economics,Single Answer,Quebec,1102
deepsearchqa-0300,no-skill,ok,0,197.957,295129,5780,27,0,26,295129,5780,27,0,0,26,0,27,27,1,1319040,3498,300909,0.0,nvidia/nvidia/nemotron-3-ultra,custom,20260907_173624_afc8f7,agent_close,Health,Single Answer,Amitriptyline poisoning treated by forced diuresis.,934
deepsearchqa-0305,no-skill,ok,0,44.877,37026,2486,6,0,5,37026,2486,6,0,0,5,0,6,6,1,34688,1677,39512,0.0,nvidia/nvidia/nemotron-3-ultra,custom,20260907_173750_e2835b,agent_close,Politics & Government,Set Answer,"Liberal Party of Australia 
Australian Labor Party  
Australian Greens 
Australian Democrats  
Pauline Hanson’s One Nation",1034
deepsearchqa-0309,no-skill,ok,0,72.804,62473,1995,8,0,8,62473,1995,8,0,0,8,0,8,8,1,72320,1056,64468,0.0,nvidia/nvidia/nemotron-3-ultra,custom,20260907_173836_8cf9b7,agent_close,Finance & Economics,Single Answer,Syria,746
deepsearchqa-0314,no-skill,ok,0,56.598,83495,3054,7,0,6,83495,3054,7,0,0,6,0,7,7,1,187904,1397,86549,0.0,nvidia/nvidia/nemotron-3-ultra,custom,20260907_173943_9bae29,agent_close,Science,Set Answer,"Tyrannosaurus Rex, Tyrannosaurus Mcraeensis",3794
deepsearchqa-0316,no-skill,ok,0,272.349,384924,6448,39,0,38,384924,6448,39,0,0,38,0,39,39,1,2678272,3081,391372,0.0,nvidia/nvidia/nemotron-3-ultra,custom,20260907_173953_4939f7,agent_close,Health,Single Answer,Louisiana,1071
deepsearchqa-0325,no-skill,ok,0,263.597,876843,7844,31,0,41,876843,7844,31,0,0,41,0,31,31,1,4190400,4346,884687,0.0,nvidia/nvidia/nemotron-3-ultra,custom,20260907_174041_4b5bf2,agent_close,Health,Set Answer,"United States, Japan, Germany",1288
deepsearchqa-0353,no-skill,ok,0,38.357,105473,2355,6,0,9,105473,2355,6,0,0,9,0,6,6,1,96896,1569,107828,0.0,nvidia/nvidia/nemotron-3-ultra,custom,20260907_174424_e1c94f,agent_close,Health,Set Answer,"Sheppy's Low Alcohol Classic Cider, Thatchers Zero English Cider, Adnams Wild Wave Non-Alcoholic 0.5% Cider",1041
deepsearchqa-0355,no-skill,ok,0,47.345,85950,1890,6,0,5,85950,1890,6,0,0,5,0,6,6,1,33664,1393,87840,0.0,nvidia/nvidia/nemotron-3-ultra,custom,20260907_174505_82b002,agent_close,Politics & Government,Set Answer,"Cariboo-Prince George, Prince George-Peace River-Northern Rockies",477
deepsearchqa-0357,no-skill,ok,0,1002.833,755542,20424,75,0,74,755542,20424,75,0,0,74,0,75,75,1,7289600,10346,775966,0.0,nvidia/nvidia/nemotron-3-ultra,custom,20260907_174506_0ebc6d,agent_close,Finance & Economics,Single Answer,Switzerland,501
deepsearchqa-0358,no-skill,ok,0,247.088,618399,27055,25,0,24,618399,27055,25,0,0,24,0,25,25,1,2294272,25086,645454,0.0,nvidia/nvidia/nemotron-3-ultra,custom,20260907_174552_3018d0,agent_close,Geography,Single Answer,Nigeria,882
deepsearchqa-0364,no-skill,ok,0,107.012,187779,6531,16,0,19,187779,6531,16,0,0,19,0,16,16,1,1436928,4358,194310,0.0,nvidia/nvidia/nemotron-3-ultra,custom,20260907_175002_020d62,agent_close,Finance & Economics,Set Answer,"1. Mississippi
2. West Virginia
3. Oklahoma
4. Ohio
5. Missouri
6. Montana
7. Iowa
8. Wisconsin
9. Connecticut
10. North Dakota",1242
deepsearchqa-0369,no-skill,ok,0,152.639,412115,9848,23,0,22,412115,9848,23,0,0,22,0,23,23,1,1186880,8098,421963,0.0,nvidia/nvidia/nemotron-3-ultra,custom,20260907_175148_b351d4,agent_close,Finance & Economics,Set Answer,"Syria, Yemen",734
deepsearchqa-0376,no-skill,ok,0,703.497,911638,31146,75,0,77,911638,31146,75,0,0,77,0,75,75,1,9928832,23354,942784,0.0,nvidia/nvidia/nemotron-3-ultra,custom,20260907_175422_18389f,agent_close,Geography,Set Answer,"Monmouthshire, Torfaen",4225
deepsearchqa-0387,no-skill,ok,0,43.492,54162,1945,5,0,6,54162,1945,5,0,0,6,0,5,5,1,57984,1283,56107,0.0,nvidia/nvidia/nemotron-3-ultra,custom,20260907_180151_1b69d6,agent_close,Other,Single Answer,Europe,546
deepsearchqa-0391,no-skill,ok,0,73.599,81750,9092,9,0,9,81750,9092,9,0,0,9,0,9,9,1,141568,1561,90842,0.0,nvidia/nvidia/nemotron-3-ultra,custom,20260907_180234_50d094,agent_close,History,Set Answer,"Bret, Douglas, Greg, Juliette, Kevin, Pauline",404
deepsearchqa-0396,no-skill,ok,0,396.435,810097,24160,42,0,53,810097,24160,42,0,0,53,0,42,42,1,4658688,19742,834257,0.0,nvidia/nvidia/nemotron-3-ultra,custom,20260907_180349_6d4363,agent_close,Finance & Economics,Single Answer,Belgium,2531
deepsearchqa-0398,no-skill,ok,0,482.491,1351487,10295,56,0,55,1351487,10295,56,0,0,55,0,56,56,1,8009600,5656,1361782,0.0,nvidia/nvidia/nemotron-3-ultra,custom,20260907_180610_a18440,agent_close,Education,Set Answer,"2015-2016, 2016-2017, 2018-2019",568
deepsearchqa-0407,no-skill,ok,0,19.003,28141,825,3,0,4,28141,825,3,0,0,4,0,3,3,1,17024,455,28966,0.0,nvidia/nvidia/nemotron-3-ultra,custom,20260907_181027_de7554,agent_close,Health,Set Answer,"Florida, Georgia",446
deepsearchqa-0408,no-skill,ok,0,267.483,552302,18799,33,0,33,552302,18799,33,0,0,33,0,33,33,1,3716352,15029,571101,0.0,nvidia/nvidia/nemotron-3-ultra,custom,20260907_181047_e08f6d,agent_close,Geography,Single Answer,Czechia (or Czech Republic),2289
deepsearchqa-0420,no-skill,ok,0,132.482,302711,6587,24,0,23,302711,6587,24,0,0,23,0,24,24,1,826880,4400,309298,0.0,nvidia/nvidia/nemotron-3-ultra,custom,20260907_181412_1c98c8,agent_close,Health,Set Answer,"Asian, Black, NHOPI",531
deepsearchqa-0454,no-skill,ok,0,415.262,354029,43830,39,0,38,354029,43830,39,0,0,38,0,39,39,1,2673792,40383,397859,0.0,nvidia/nvidia/nemotron-3-ultra,custom,20260907_181516_8091c4,agent_close,Other,Set Answer,"Illinois, Ohio, Virginia",694
deepsearchqa-0459,no-skill,ok,0,192.263,180403,11858,19,0,18,180403,11858,19,0,0,18,0,19,19,1,424064,5825,192261,0.0,nvidia/nvidia/nemotron-3-ultra,custom,20260907_181627_1df826,agent_close,Travel,Set Answer,"Spain, France, Greece",885
deepsearchqa-0465,no-skill,ok,0,23.12,42421,997,4,0,3,42421,997,4,0,0,3,0,4,4,1,8192,577,43418,0.0,nvidia/nvidia/nemotron-3-ultra,custom,20260907_181940_2200b9,agent_close,Education,Set Answer,"Bryan Podmore, Sarah Wardle, Martin Goodman, Fred Sedgwick, Paul Munden, Maggie Butt, Keith Bennett, Carl Tighe",854
deepsearchqa-0474,no-skill,ok,0,153.56,289635,5892,21,0,20,289635,5892,21,0,0,20,0,21,21,1,496000,4608,295527,0.0,nvidia/nvidia/nemotron-3-ultra,custom,20260907_182003_3160e1,agent_close,Media & Entertainment,Single Answer,"The Ronettes, Sleigh Ride",675
deepsearchqa-0489,no-skill,ok,0,29.97,18892,3140,2,0,2,18892,3140,2,0,0,2,0,2,2,1,1536,2745,22032,0.0,nvidia/nvidia/nemotron-3-ultra,custom,20260907_182219_27cfea,agent_close,History,Set Answer,"2008, 2012",846
deepsearchqa-0519,no-skill,ok,0,320.776,304540,12624,35,0,36,304540,12624,35,0,0,36,0,35,35,1,2651264,10310,317164,0.0,nvidia/nvidia/nemotron-3-ultra,custom,20260907_182242_8d350a,agent_close,Health,Set Answer,"New Hampshire, South Carolina, Ohio, Illinois, Oregon, Rhode Island",750
deepsearchqa-0529,no-skill,ok,0,83.446,207415,6426,15,0,14,207415,6426,15,0,0,14,0,15,15,1,753664,4714,213841,0.0,nvidia/nvidia/nemotron-3-ultra,custom,20260907_182245_a020c5,agent_close,Education,Single Answer,Writing,831
deepsearchqa-0531,no-skill,ok,0,90.033,167869,4431,11,0,10,167869,4431,11,0,0,10,0,11,11,1,235648,3013,172300,0.0,nvidia/nvidia/nemotron-3-ultra,custom,20260907_182408_d0ca24,agent_close,Education,Set Answer,"""Anglo-Saxon, Norse, & Celtic"", Archaeology, Economics, History, History of Art, Land Economy, ""Theology, Religion & Philosophy of Religion"", Computer Science, Natural Sciences",990
deepsearchqa-0532,no-skill,ok,0,226.616,392173,4848,30,0,29,392173,4848,30,0,0,29,0,30,30,1,1252224,2842,397021,0.0,nvidia/nvidia/nemotron-3-ultra,custom,20260907_182540_705aaf,agent_close,Science,Single Answer,Myanmar,1108
deepsearchqa-0543,no-skill,ok,0,42.698,91294,2636,6,0,5,91294,2636,6,0,0,5,0,6,6,1,42112,1613,93930,0.0,nvidia/nvidia/nemotron-3-ultra,custom,20260907_182801_9b0c3b,agent_close,History,Set Answer,"STS-49, STS-59, STS-68, STS-67, STS-100, STS-111, STS-126",1128
deepsearchqa-0545,no-skill,ok,0,720.647,1074243,19811,85,0,86,1074243,19811,85,0,0,86,0,85,85,1,9091584,9709,1094054,0.0,nvidia/nvidia/nemotron-3-ultra,custom,20260907_182846_f6533d,agent_close,Health,Set Answer,"Prince Edward Island, Nova Scotia, New Brunswick, Quebec.",945
deepsearchqa-0563,no-skill,ok,0,12.453,16524,374,3,0,2,16524,374,3,0,0,2,0,3,3,1,11520,193,16898,0.0,nvidia/nvidia/nemotron-3-ultra,custom,20260907_182928_7a36e8,agent_close,Arts,Set Answer,"Fidencio Duran, Malou Flato, Gordon Fowler, Terri Wells",283
deepsearchqa-0565,no-skill,ok,0,59.291,88249,1703,5,0,4,88249,1703,5,0,0,4,0,5,5,1,39936,1046,89952,0.0,nvidia/nvidia/nemotron-3-ultra,custom,20260907_182942_660379,agent_close,Politics & Government,Single Answer,Queensland,791
deepsearchqa-0588,no-skill,ok,0,96.056,156059,3000,11,0,10,156059,3000,11,0,0,10,0,11,11,1,56448,2061,159059,0.0,nvidia/nvidia/nemotron-3-ultra,custom,20260907_183043_1e8ee3,agent_close,History,Set Answer,"An Interview with Ken Albala, Why History Matters: An Interview with John Tosh, An Interview with Margaret MacMillan, Mr. Gatling’s Terrible Marvel: An Interview with Julia Keller",1157
deepsearchqa-0592,no-skill,ok,0,101.064,158062,2514,17,0,16,158062,2514,17,0,0,16,0,17,17,1,102912,722,160576,0.0,nvidia/nvidia/nemotron-3-ultra,custom,20260907_183222_b263ba,agent_close,Other,Set Answer,"Ferry, Columbia, Wahkiakum",770
deepsearchqa-0644,no-skill,ok,0,159.0,541153,5415,24,0,23,541153,5415,24,0,0,23,0,24,24,1,1063424,2442,546568,0.0,nvidia/nvidia/nemotron-3-ultra,custom,20260907_183400_28a853,agent_close,Science,Set Answer,"""Comparison of the VIDAS Clostridium difficile toxin A immunoassay with C. difficile culture and cytotoxin and latex tests"", ""Comparison of traditional gas chromatography (GC), headspace GC, and the microbial identification library GC system for the identification of Clostridium difficile"", ""Detection of gyrA gene mutations associated with ciprofloxacin resistance in methicillin-resistant Staphylococcus aureus: analysis by polymerase chain reaction and automated direct DNA sequencing"", ""Detection of asymptomatic Clostridium difficile carriage by an alcohol shock procedure""",3456
deepsearchqa-0656,no-skill,ok,0,61.825,88223,2621,9,0,8,88223,2621,9,0,0,8,0,9,9,1,87680,1979,90844,0.0,nvidia/nvidia/nemotron-3-ultra,custom,20260907_183640_9028ee,agent_close,Geography,Single Answer,Mark Leckey,483
deepsearchqa-0681,no-skill,ok,0,311.629,1333788,5107,36,0,35,1333788,5107,36,0,0,35,0,36,36,1,4101440,2359,1338895,0.0,nvidia/nvidia/nemotron-3-ultra,custom,20260907_183745_95f50d,agent_close,Finance & Economics,Set Answer,"Texas, Indiana, West Virginia, Missouri, Ohio",447
deepsearchqa-0682,no-skill,ok,0,445.922,672840,65759,34,0,36,672840,65759,34,0,0,36,0,34,34,1,2349952,3292,738599,0.0,nvidia/nvidia/nemotron-3-ultra,custom,20260907_184048_373692,agent_close,Health,Single Answer,Norway,645
deepsearchqa-0684,no-skill,ok,0,41.084,52704,1618,4,0,7,52704,1618,4,0,0,7,0,4,4,1,8192,1040,54322,0.0,nvidia/nvidia/nemotron-3-ultra,custom,20260907_184305_b3db66,agent_close,Technology,Single Answer,15620-36020,791
deepsearchqa-0693,no-skill,ok,0,19.505,29041,622,4,0,3,29041,622,4,0,0,3,0,4,4,1,11008,386,29663,0.0,nvidia/nvidia/nemotron-3-ultra,custom,20260907_184338_37de37,agent_close,History,Set Answer,"James A. Garfield, Little Trot, David Copperfield",324
deepsearchqa-0697,no-skill,ok,0,25.357,40455,870,3,0,3,40455,870,3,0,0,3,0,3,3,1,2304,600,41325,0.0,nvidia/nvidia/nemotron-3-ultra,custom,20260907_184359_6b8df5,agent_close,Other,Set Answer,Finland,480
deepsearchqa-0699,no-skill,ok,0,38.555,44965,2631,5,0,4,44965,2631,5,0,0,4,0,5,5,1,24064,2091,47596,0.0,nvidia/nvidia/nemotron-3-ultra,custom,20260907_184427_f613d5,agent_close,History,Set Answer,"John Hart, Joseph Hewes, Philip Livingston, Thomas Lynch Jr., John Morton, George Ross, Richard Stockton",1137
deepsearchqa-0703,no-skill,ok,0,35.335,64671,4222,4,0,8,64671,4222,4,0,0,8,0,4,4,1,26240,3476,68893,0.0,nvidia/nvidia/nemotron-3-ultra,custom,20260907_184506_d2fc2e,agent_close,Other,Single Answer,Cameron County,887
deepsearchqa-0713,no-skill,ok,0,73.563,98798,9860,6,0,5,98798,9860,6,0,0,5,0,6,6,1,48000,9178,108658,0.0,nvidia/nvidia/nemotron-3-ultra,custom,20260907_184541_c21274,agent_close,Education,Set Answer,"Wyoming, Utah, Alaska, West Virginia, Arkansas",940
deepsearchqa-0733,no-skill,ok,0,13.388,13671,441,2,0,1,13671,441,2,0,0,1,0,2,2,1,1536,245,14112,0.0,nvidia/nvidia/nemotron-3-ultra,custom,20260907_184656_ecb9b6,agent_close,Science,Set Answer,"Mariana Vega-Mendoza, Holly West, Antonella Sorace, and Thomas H. Bak",358
deepsearchqa-0755,no-skill,ok,0,144.63,253790,5885,19,0,18,253790,5885,19,0,0,18,0,19,19,1,540800,4528,259675,0.0,nvidia/nvidia/nemotron-3-ultra,custom,20260907_184710_0036f7,agent_close,Health,Set Answer,"Grenada, Saint Lucia",1078
deepsearchqa-0756,no-skill,ok,0,253.05,603826,6050,31,0,30,603826,6050,31,0,0,30,0,31,31,1,1311232,3024,609876,0.0,nvidia/nvidia/nemotron-3-ultra,custom,20260907_184813_f7e44e,agent_close,Education,Set Answer,"Utrecht University, University of Amsterdam, Leiden University, Delft University of Technology",2487
deepsearchqa-0780,no-skill,ok,0,523.113,904841,16765,59,0,58,904841,16765,59,0,0,58,0,59,59,1,4501248,4886,921606,0.0,nvidia/nvidia/nemotron-3-ultra,custom,20260907_184936_6a740a,agent_close,Education,Set Answer,"Dunlap Elementary School, Emerson Elementary School, Graham Hill Elementary School, Martin Luther King Jr. Elementary School, Wing Luke Elementary School, Rainier View Elementary School",1639
deepsearchqa-0785,no-skill,ok,0,199.118,433986,9932,23,0,23,433986,9932,23,0,0,23,0,23,23,1,763136,6917,443918,0.0,nvidia/nvidia/nemotron-3-ultra,custom,20260907_185228_35b643,agent_close,Science,Set Answer,"Bryum argenteum, Bryum pseudotriquetrum, pohlia nutans and Polytrichum juniperinum",2154
deepsearchqa-0793,no-skill,ok,0,40.94,38563,3991,4,0,5,38563,3991,4,0,0,5,0,4,4,1,22016,3580,42554,0.0,nvidia/nvidia/nemotron-3-ultra,custom,20260907_185551_30cd95,agent_close,History,Single Answer,Chile,644
deepsearchqa-0813,no-skill,ok,0,177.855,172469,3810,25,0,24,172469,3810,25,0,0,24,0,25,25,1,375552,800,176279,0.0,nvidia/nvidia/nemotron-3-ultra,custom,20260907_185629_0e621c,agent_close,Geography,Single Answer,Kuwait,605
deepsearchqa-0824,no-skill,ok,0,100.5,175038,6498,12,0,12,175038,6498,12,0,0,12,0,12,12,1,205056,5529,181536,0.0,nvidia/nvidia/nemotron-3-ultra,custom,20260907_185820_b52cd6,agent_close,Health,Set Answer,"Oklahoma, Mississippi, Arkansas",864
deepsearchqa-0829,no-skill,ok,0,61.315,67969,1761,7,0,7,67969,1761,7,0,0,7,0,7,7,1,157440,981,69730,0.0,nvidia/nvidia/nemotron-3-ultra,custom,20260907_185928_8eeeb5,agent_close,History,Set Answer,"Al Gore, Muhammad Yunus, Desmond Tutu",601
deepsearchqa-0830,no-skill,ok,0,139.287,174581,7260,14,0,13,174581,7260,14,0,0,13,0,14,14,1,509440,5764,181841,0.0,nvidia/nvidia/nemotron-3-ultra,custom,20260907_190003_d9cb18,agent_close,History,Set Answer,"Jesse James Caston, Aurlieas Dame McClarty, Francis William Murphy, Dwight Bowen, Felix Summers",2227
deepsearchqa-0840,no-skill,ok,0,191.044,230584,11263,20,0,19,230584,11263,20,0,0,19,0,20,20,1,883328,10111,241847,0.0,nvidia/nvidia/nemotron-3-ultra,custom,20260907_190030_04e70e,agent_close,Geography,Set Answer,"Ghana, Austria, Burma, Norway",958
