task_id,experiment,status,exit_code,latency_total_seconds,token_usage_input,token_usage_output,llm_calls,subagents_invoked,tool_calls_total,token_usage_input_root,token_usage_output_root,llm_calls_root,subagent_tasks_requested,delegate_task_calls,tool_calls_root,tool_calls_subagents,assistant_turns,turns_with_reasoning,sessions_total,cache_read_tokens,reasoning_tokens,total_tokens,estimated_cost_usd,model,provider,root_session_id,end_reason,category,answer_type,expected_answer,answer_chars
deepsearchqa-0256,forced-skill,ok,0,220.537,438045,10112,45,4,40,15929,2269,4,4,2,3,37,45,45,5,659200,4685,448157,0.0,nvidia/nvidia/nemotron-3-ultra,custom,20260907_201632_532381,agent_close,Media & Entertainment,Set Answer,"Incineror (2018): HP 95 (Win), Attack 115 (Win), Defense 90 (Win), Sp. Atk 80 (Win), Sp. Def 90 (Tie), Speed 60 (Lose), Total 530 (Win); Pachirisu (2014) HP 60 (Lose), Attack 45 (Lose), Defense 70 (Lose), Sp. Atk 45 (Lose), Sp. Def 90 (Tie), Speed 95 (Win), Total 405 (Lose)",1849
deepsearchqa-0259,forced-skill,ok,0,186.914,366831,10139,30,3,34,26287,3163,4,3,1,3,31,30,30,4,494976,3193,376970,0.0,nvidia/nvidia/nemotron-3-ultra,custom,20260907_201929_c1dd6f,agent_close,Politics & Government,Set Answer,"Rockbridge County, City of Staunton, City of Waynesboro",2107
deepsearchqa-0294,forced-skill,ok,0,645.013,940755,12974,66,0,65,940755,12974,66,0,0,65,0,66,66,1,6404608,7627,953729,0.0,nvidia/nvidia/nemotron-3-ultra,custom,20260907_202012_9f0d30,agent_close,Finance & Economics,Single Answer,Quebec,2156
deepsearchqa-0300,forced-skill,ok,0,101.723,136865,2634,12,0,11,136865,2634,12,0,0,11,0,12,12,1,179584,1600,139499,0.0,nvidia/nvidia/nemotron-3-ultra,custom,20260907_202239_34125a,agent_close,Health,Single Answer,Amitriptyline poisoning treated by forced diuresis.,1455
deepsearchqa-0305,forced-skill,ok,0,184.424,338403,12758,36,4,31,38711,3970,4,4,2,3,28,36,36,5,409856,6380,351161,0.0,nvidia/nvidia/nemotron-3-ultra,custom,20260907_202419_4cf537,agent_close,Politics & Government,Set Answer,"Liberal Party of Australia 
Australian Labor Party  
Australian Greens 
Australian Democrats  
Pauline Hanson’s One Nation",1758
deepsearchqa-0309,forced-skill,ok,0,202.412,180946,6655,21,2,28,53360,2608,7,2,1,6,22,21,21,3,252160,2947,187601,0.0,nvidia/nvidia/nemotron-3-ultra,custom,20260907_202726_8a0221,agent_close,Finance & Economics,Single Answer,Syria,1868
deepsearchqa-0314,forced-skill,ok,0,266.979,1022801,20054,82,5,83,30852,3499,4,5,1,3,80,82,82,6,2974976,7399,1042855,0.0,nvidia/nvidia/nemotron-3-ultra,custom,20260907_203048_a415cc,agent_close,Science,Set Answer,"Tyrannosaurus Rex, Tyrannosaurus Mcraeensis",5720
deepsearchqa-0316,forced-skill,ok,0,687.761,839347,28522,101,2,99,108360,3383,14,2,1,13,86,101,101,3,5467648,9668,867869,0.0,nvidia/nvidia/nemotron-3-ultra,custom,20260907_203102_ff0600,agent_close,Health,Single Answer,Louisiana,2556
deepsearchqa-0325,forced-skill,ok,0,524.834,1026901,32370,103,5,102,30257,2825,3,5,1,2,100,103,103,6,4660992,13039,1059271,0.0,nvidia/nvidia/nemotron-3-ultra,custom,20260907_203518_16f835,agent_close,Health,Set Answer,"United States, Japan, Germany",2554
deepsearchqa-0353,forced-skill,ok,0,81.381,197386,2726,11,0,10,197386,2726,11,0,0,10,0,11,11,1,302720,1581,200112,0.0,nvidia/nvidia/nemotron-3-ultra,custom,20260907_204224_db794b,agent_close,Health,Set Answer,"Sheppy's Low Alcohol Classic Cider, Thatchers Zero English Cider, Adnams Wild Wave Non-Alcoholic 0.5% Cider",1701
deepsearchqa-0355,forced-skill,ok,0,124.046,398010,16868,33,3,35,36155,1694,3,3,1,2,33,33,33,4,1361024,8808,414878,0.0,nvidia/nvidia/nemotron-3-ultra,custom,20260907_204349_bd6567,agent_close,Politics & Government,Set Answer,"Cariboo-Prince George, Prince George-Peace River-Northern Rockies",1056
deepsearchqa-0357,forced-skill,ok,0,1414.594,4940165,63751,390,9,380,51910,3223,4,9,2,3,377,390,390,10,24952512,29456,5003916,0.0,nvidia/nvidia/nemotron-3-ultra,custom,20260907_204407_c8d096,agent_close,Finance & Economics,Single Answer,Switzerland,676
deepsearchqa-0358,forced-skill,ok,0,366.108,566743,19108,46,1,44,331985,7672,20,3,3,19,25,46,46,2,2756224,13410,585851,0.0,nvidia/nvidia/nemotron-3-ultra,custom,20260907_204552_ca0d86,agent_close,Geography,Single Answer,Nigeria,1771
deepsearchqa-0364,forced-skill,ok,0,361.617,819976,30334,80,2,76,40313,2303,3,2,1,2,74,80,80,3,3957248,16882,850310,0.0,nvidia/nvidia/nemotron-3-ultra,custom,20260907_205200_54c4c3,agent_close,Finance & Economics,Set Answer,"1. Mississippi
2. West Virginia
3. Oklahoma
4. Ohio
5. Missouri
6. Montana
7. Iowa
8. Wisconsin
9. Connecticut
10. North Dakota",2065
deepsearchqa-0369,forced-skill,ok,0,472.989,1003506,16928,39,0,38,1003506,16928,39,0,0,38,0,39,39,1,3101696,13689,1020434,0.0,nvidia/nvidia/nemotron-3-ultra,custom,20260907_205803_2d64ee,agent_close,Finance & Economics,Set Answer,"Syria, Yemen",1866
deepsearchqa-0376,forced-skill,ok,0,530.792,1354666,30833,135,6,128,47288,3853,6,7,3,5,123,135,135,7,6394752,9677,1385499,0.0,nvidia/nvidia/nemotron-3-ultra,custom,20260907_210556_17fad0,agent_close,Geography,Set Answer,"Monmouthshire, Torfaen",2859
deepsearchqa-0387,forced-skill,ok,0,150.019,539109,11991,37,3,33,71146,3776,6,3,1,5,28,37,37,4,745216,7242,551100,0.0,nvidia/nvidia/nemotron-3-ultra,custom,20260907_210742_d5290f,agent_close,Other,Single Answer,Europe,1420
deepsearchqa-0391,forced-skill,ok,0,206.043,192036,20188,28,1,26,184748,18637,27,3,3,26,0,28,28,2,1600000,3472,212224,0.0,nvidia/nvidia/nemotron-3-ultra,custom,20260907_211010_92f995,agent_close,History,Set Answer,"Bret, Douglas, Greg, Juliette, Kevin, Pauline",1493
deepsearchqa-0396,forced-skill,ok,0,764.29,1897198,102158,175,7,187,57817,7241,5,7,2,4,183,175,175,8,5704704,51932,1999356,0.0,nvidia/nvidia/nemotron-3-ultra,custom,20260907_211337_24c8ca,agent_close,Finance & Economics,Single Answer,Belgium,1955
deepsearchqa-0398,forced-skill,ok,0,386.868,2468416,22558,137,4,132,30995,2144,3,4,1,2,130,137,137,5,11672000,11846,2490974,0.0,nvidia/nvidia/nemotron-3-ultra,custom,20260907_211449_5d42ed,agent_close,Education,Set Answer,"2015-2016, 2016-2017, 2018-2019",1083
deepsearchqa-0407,forced-skill,ok,0,475.425,1301428,38199,122,5,116,47182,2552,3,5,1,2,114,122,122,6,4805376,13586,1339627,0.0,nvidia/nvidia/nemotron-3-ultra,custom,20260907_212121_153949,agent_close,Health,Set Answer,"Florida, Georgia",1237
deepsearchqa-0408,forced-skill,ok,0,297.23,1062645,28023,86,3,84,87193,5516,12,3,1,11,73,86,86,4,4142848,14097,1090668,0.0,nvidia/nvidia/nemotron-3-ultra,custom,20260907_212623_0a429e,agent_close,Geography,Single Answer,Czechia (or Czech Republic),2427
deepsearchqa-0420,forced-skill,ok,0,201.639,302526,4213,21,0,20,302526,4213,21,0,0,20,0,21,21,1,920832,2641,306739,0.0,nvidia/nvidia/nemotron-3-ultra,custom,20260907_212914_ac5e99,agent_close,Health,Set Answer,"Asian, Black, NHOPI",391
deepsearchqa-0454,forced-skill,ok,0,412.029,633791,45209,45,0,44,633791,45209,45,2,2,44,0,45,45,1,4082944,32496,679000,0.0,nvidia/nvidia/nemotron-3-ultra,custom,20260907_213122_2022f0,agent_close,Other,Set Answer,"Illinois, Ohio, Virginia",1926
deepsearchqa-0459,forced-skill,ok,0,198.53,384744,23935,55,4,50,38034,3536,3,4,1,2,48,55,55,5,884480,12068,408679,0.0,nvidia/nvidia/nemotron-3-ultra,custom,20260907_213247_3d1ce7,agent_close,Travel,Set Answer,"Spain, France, Greece",2703
deepsearchqa-0465,forced-skill,ok,0,39.094,50627,1430,5,0,4,50627,1430,5,0,0,4,0,5,5,1,37248,937,52057,0.0,nvidia/nvidia/nemotron-3-ultra,custom,20260907_213559_e7de8d,agent_close,Education,Set Answer,"Bryan Podmore, Sarah Wardle, Martin Goodman, Fred Sedgwick, Paul Munden, Maggie Butt, Keith Bennett, Carl Tighe",1014
deepsearchqa-0474,forced-skill,ok,0,362.874,928256,22096,82,6,75,58393,2257,4,6,2,3,72,82,82,7,2266496,12709,950352,0.0,nvidia/nvidia/nemotron-3-ultra,custom,20260907_213636_8dc6bf,agent_close,Media & Entertainment,Single Answer,"The Ronettes, Sleigh Ride",1815
deepsearchqa-0489,forced-skill,ok,0,76.992,141534,9614,17,3,12,50794,5456,7,3,2,6,6,17,17,4,74112,4212,151148,0.0,nvidia/nvidia/nemotron-3-ultra,custom,20260907_213819_dbdcd1,agent_close,History,Set Answer,"2008, 2012",2559
deepsearchqa-0519,forced-skill,ok,0,501.507,800664,15626,73,2,69,37234,2584,4,2,1,3,66,73,73,3,5273728,6695,816290,0.0,nvidia/nvidia/nemotron-3-ultra,custom,20260907_213934_2b8776,agent_close,Health,Set Answer,"New Hampshire, South Carolina, Ohio, Illinois, Oregon, Rhode Island",1901
deepsearchqa-0529,forced-skill,ok,0,370.487,826460,17134,63,3,59,26921,2409,3,3,1,2,57,63,63,4,4800768,9042,843594,0.0,nvidia/nvidia/nemotron-3-ultra,custom,20260907_214242_b0d813,agent_close,Education,Single Answer,Writing,2134
deepsearchqa-0531,forced-skill,ok,0,146.783,231127,10966,18,0,17,231127,10966,18,2,2,17,0,18,18,1,578048,4400,242093,0.0,nvidia/nvidia/nemotron-3-ultra,custom,20260907_214757_f24901,agent_close,Education,Set Answer,"""Anglo-Saxon, Norse, & Celtic"", Archaeology, Economics, History, History of Art, Land Economy, ""Theology, Religion & Philosophy of Religion"", Computer Science, Natural Sciences",2645
deepsearchqa-0532,forced-skill,ok,0,545.388,2201345,31547,119,5,165,68411,5535,7,5,1,6,159,120,119,6,8915584,13901,2232892,0.0,nvidia/nvidia/nemotron-3-ultra,custom,20260907_214859_9f07be,agent_close,Science,Single Answer,Myanmar,4333
deepsearchqa-0543,forced-skill,ok,0,231.352,1126882,32264,57,5,61,36415,3208,5,5,1,4,57,57,57,6,2442368,16986,1159146,0.0,nvidia/nvidia/nemotron-3-ultra,custom,20260907_215027_92e7ec,agent_close,History,Set Answer,"STS-49, STS-59, STS-68, STS-67, STS-100, STS-111, STS-126",1507
deepsearchqa-0545,forced-skill,ok,0,386.597,594534,13662,64,2,61,82055,5517,7,2,1,6,55,64,64,3,1970688,7091,608196,0.0,nvidia/nvidia/nemotron-3-ultra,custom,20260907_215418_5689a2,agent_close,Health,Set Answer,"Prince Edward Island, Nova Scotia, New Brunswick, Quebec.",3129
deepsearchqa-0563,forced-skill,ok,0,173.588,577711,10702,41,4,46,27018,1931,3,4,1,2,44,41,41,5,975104,2762,588413,0.0,nvidia/nvidia/nemotron-3-ultra,custom,20260907_215801_2b8d89,agent_close,Arts,Set Answer,"Fidencio Duran, Malou Flato, Gordon Fowler, Terri Wells",1783
deepsearchqa-0565,forced-skill,ok,0,90.782,284162,9065,27,5,26,16275,3032,4,5,1,3,23,27,27,6,203648,3855,293227,0.0,nvidia/nvidia/nemotron-3-ultra,custom,20260907_220044_68ce45,agent_close,Politics & Government,Single Answer,Queensland,622
deepsearchqa-0588,forced-skill,ok,0,120.748,235667,9446,23,3,19,30422,2247,4,3,1,3,16,23,23,4,126848,3763,245113,0.0,nvidia/nvidia/nemotron-3-ultra,custom,20260907_220054_543a6f,agent_close,History,Set Answer,"An Interview with Ken Albala, Why History Matters: An Interview with John Tosh, An Interview with Margaret MacMillan, Mr. Gatling’s Terrible Marvel: An Interview with Julia Keller",1635
deepsearchqa-0592,forced-skill,ok,0,450.697,1078033,26254,102,4,110,29539,2123,3,4,1,2,108,102,102,5,5096832,8617,1104287,0.0,nvidia/nvidia/nemotron-3-ultra,custom,20260907_220220_36828c,agent_close,Other,Set Answer,"Ferry, Columbia, Wahkiakum",1429
deepsearchqa-0644,forced-skill,ok,0,1078.248,2366221,54767,187,4,205,89303,5227,5,4,2,4,201,187,187,5,13905024,29329,2420988,0.0,nvidia/nvidia/nemotron-3-ultra,custom,20260907_220257_6934a8,agent_close,Science,Set Answer,"""Comparison of the VIDAS Clostridium difficile toxin A immunoassay with C. difficile culture and cytotoxin and latex tests"", ""Comparison of traditional gas chromatography (GC), headspace GC, and the microbial identification library GC system for the identification of Clostridium difficile"", ""Detection of gyrA gene mutations associated with ciprofloxacin resistance in methicillin-resistant Staphylococcus aureus: analysis by polymerase chain reaction and automated direct DNA sequencing"", ""Detection of asymptomatic Clostridium difficile carriage by an alcohol shock procedure""",1795
deepsearchqa-0656,forced-skill,ok,0,261.101,337126,9994,30,0,29,337126,9994,30,2,2,29,0,30,30,1,1266816,5102,347120,0.0,nvidia/nvidia/nemotron-3-ultra,custom,20260907_220951_234497,agent_close,Geography,Single Answer,Mark Leckey,5133
deepsearchqa-0681,forced-skill,ok,0,334.21,776761,5065,31,0,30,776761,5065,31,0,0,30,0,31,31,1,3160576,2489,781826,0.0,nvidia/nvidia/nemotron-3-ultra,custom,20260907_221411_e56e56,agent_close,Finance & Economics,Set Answer,"Texas, Indiana, West Virginia, Missouri, Ohio",777
deepsearchqa-0682,forced-skill,ok,0,422.241,1467868,49861,86,5,87,41498,3020,3,5,1,2,85,86,86,6,4397824,35631,1517729,0.0,nvidia/nvidia/nemotron-3-ultra,custom,20260907_221955_19cfa1,agent_close,Health,Single Answer,Norway,2012
deepsearchqa-0684,forced-skill,ok,0,289.644,681286,13510,50,4,53,36480,2680,4,4,2,3,50,50,50,5,848128,6282,694796,0.0,nvidia/nvidia/nemotron-3-ultra,custom,20260907_222057_9c64b4,agent_close,Technology,Single Answer,15620-36020,2868
deepsearchqa-0693,forced-skill,ok,0,44.701,57741,806,5,0,4,57741,806,5,0,0,4,0,5,5,1,16256,415,58547,0.0,nvidia/nvidia/nemotron-3-ultra,custom,20260907_222548_5e416f,agent_close,History,Set Answer,"James A. Garfield, Little Trot, David Copperfield",669
deepsearchqa-0697,forced-skill,ok,0,92.546,241853,5091,16,2,14,11750,1252,2,2,1,1,13,16,16,3,371712,2721,246944,0.0,nvidia/nvidia/nemotron-3-ultra,custom,20260907_222637_91c3f2,agent_close,Other,Set Answer,Finland,1579
deepsearchqa-0699,forced-skill,ok,0,73.91,259872,8187,25,5,19,33627,2114,4,5,1,3,16,25,25,6,89728,2821,268059,0.0,nvidia/nvidia/nemotron-3-ultra,custom,20260907_222650_e42ded,agent_close,History,Set Answer,"John Hart, Joseph Hewes, Philip Livingston, Thomas Lynch Jr., John Morton, George Ross, Richard Stockton",1860
deepsearchqa-0703,forced-skill,ok,0,1380.877,2517068,56143,183,5,182,44482,3082,3,5,1,2,180,183,183,6,13229184,19723,2573211,0.0,nvidia/nvidia/nemotron-3-ultra,custom,20260907_222811_53b0f0,agent_close,Other,Single Answer,Cameron County,3039
deepsearchqa-0713,forced-skill,ok,0,256.364,694467,20552,38,3,35,28856,8585,4,3,1,3,32,38,38,4,1152768,11223,715019,0.0,nvidia/nvidia/nemotron-3-ultra,custom,20260907_222807_bc85c4,agent_close,Education,Set Answer,"Wyoming, Utah, Alaska, West Virginia, Arkansas",1601
deepsearchqa-0733,forced-skill,ok,0,28.363,22178,524,3,0,2,22178,524,3,0,0,2,0,3,3,1,23552,261,22702,0.0,nvidia/nvidia/nemotron-3-ultra,custom,20260907_223228_39a065,agent_close,Science,Set Answer,"Mariana Vega-Mendoza, Holly West, Antonella Sorace, and Thomas H. Bak",360
deepsearchqa-0755,forced-skill,ok,0,326.814,1056750,18867,63,4,90,30869,4045,4,4,1,3,87,63,63,5,4104192,7614,1075617,0.0,nvidia/nvidia/nemotron-3-ultra,custom,20260907_223301_687e58,agent_close,Health,Set Answer,"Grenada, Saint Lucia",1519
deepsearchqa-0756,forced-skill,timeout,,1800.096,4723840,69205,297,3,295,29754,2185,3,4,2,3,292,298,297,4,33690112,42624,4793045,0.0,nvidia/nvidia/nemotron-3-ultra,custom,20260907_223828_579e16,,Education,Set Answer,"Utrecht University, University of Amsterdam, Leiden University, Delft University of Technology",0
deepsearchqa-0780,forced-skill,ok,0,369.061,947236,24262,76,4,70,31020,2829,3,4,1,2,68,76,76,5,2286976,8301,971498,0.0,nvidia/nvidia/nemotron-3-ultra,custom,20260907_225118_fef8b3,agent_close,Education,Set Answer,"Dunlap Elementary School, Emerson Elementary School, Graham Hill Elementary School, Martin Luther King Jr. Elementary School, Wing Luke Elementary School, Rainier View Elementary School",1830
deepsearchqa-0785,forced-skill,ok,0,74.651,47529,8723,8,0,8,47529,8723,8,0,0,8,0,8,8,1,156800,7004,56252,0.0,nvidia/nvidia/nemotron-3-ultra,custom,20260907_225718_371a77,agent_close,Science,Set Answer,"Bryum argenteum, Bryum pseudotriquetrum, pohlia nutans and Polytrichum juniperinum",2684
deepsearchqa-0793,forced-skill,ok,0,374.908,528558,45188,53,4,53,28460,3659,4,4,2,3,50,53,53,5,1148672,33480,573746,0.0,nvidia/nvidia/nemotron-3-ultra,custom,20260907_225834_822060,agent_close,History,Single Answer,Chile,3640
deepsearchqa-0813,forced-skill,ok,0,101.911,153709,4379,16,2,13,21461,1908,4,2,2,3,10,16,16,3,112000,1069,158088,0.0,nvidia/nvidia/nemotron-3-ultra,custom,20260907_230449_538cc1,agent_close,Geography,Single Answer,Kuwait,1122
deepsearchqa-0824,forced-skill,ok,0,384.27,1128413,39926,105,5,107,48737,3972,6,5,1,5,102,105,105,6,3356800,16179,1168339,0.0,nvidia/nvidia/nemotron-3-ultra,custom,20260907_230632_369e48,agent_close,Health,Set Answer,"Oklahoma, Mississippi, Arkansas",2311
deepsearchqa-0829,forced-skill,ok,0,107.639,207115,14292,13,2,12,35341,1923,3,2,1,2,10,13,13,3,194432,2342,221407,0.0,nvidia/nvidia/nemotron-3-ultra,custom,20260907_230832_39741f,agent_close,History,Set Answer,"Al Gore, Muhammad Yunus, Desmond Tutu",818
deepsearchqa-0830,forced-skill,ok,0,525.601,1801830,55434,172,12,151,54437,6315,6,13,4,5,146,172,172,13,2854144,29090,1857264,0.0,nvidia/nvidia/nemotron-3-ultra,custom,20260907_231017_fe1637,agent_close,History,Set Answer,"Jesse James Caston, Aurlieas Dame McClarty, Francis William Murphy, Dwight Bowen, Felix Summers",2038
